id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
424,India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",29-06-2021 04:00:00,OZONE,8.0,23.0,14.0,
425,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-06-2021 04:00:00,PM2.5,,,,
426,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-06-2021 04:00:00,PM10,,,,
427,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-06-2021 04:00:00,NO2,,,,
428,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-06-2021 04:00:00,NH3,,,,
429,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-06-2021 04:00:00,SO2,,,,
430,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-06-2021 04:00:00,CO,44.0,52.0,48.0,
431,India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-06-2021 04:00:00,OZONE,1.0,54.0,41.0,
432,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",29-06-2021 04:00:00,PM2.5,78.0,78.0,78.0,
433,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",29-06-2021 04:00:00,PM10,56.0,78.0,67.0,
434,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",29-06-2021 04:00:00,NO2,1.0,3.0,2.0,
435,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",29-06-2021 04:00:00,SO2,1.0,2.0,2.0,
436,India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",29-06-2021 04:00:00,CO,50.0,50.0,50.0,
437,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",29-06-2021 04:00:00,PM2.5,17.0,58.0,35.0,
438,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",29-06-2021 04:00:00,PM10,18.0,94.0,50.0,
439,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",29-06-2021 04:00:00,NH3,2.0,2.0,2.0,
440,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",29-06-2021 04:00:00,SO2,18.0,19.0,19.0,
441,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",29-06-2021 04:00:00,CO,1.0,2.0,2.0,
442,India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",29-06-2021 04:00:00,OZONE,10.0,15.0,12.0,
443,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-06-2021 04:00:00,PM2.5,46.0,102.0,79.0,
444,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-06-2021 04:00:00,PM10,61.0,166.0,108.0,
445,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-06-2021 04:00:00,NO2,45.0,96.0,67.0,
446,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-06-2021 04:00:00,NH3,5.0,6.0,6.0,
447,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-06-2021 04:00:00,SO2,7.0,80.0,30.0,
448,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-06-2021 04:00:00,CO,19.0,31.0,23.0,
449,India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-06-2021 04:00:00,OZONE,9.0,53.0,31.0,
450,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",29-06-2021 04:00:00,PM2.5,84.0,215.0,130.0,
451,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",29-06-2021 04:00:00,PM10,106.0,179.0,143.0,
452,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",29-06-2021 04:00:00,NO2,2.0,9.0,5.0,
453,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",29-06-2021 04:00:00,NH3,4.0,6.0,5.0,
454,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",29-06-2021 04:00:00,SO2,10.0,16.0,13.0,
455,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",29-06-2021 04:00:00,CO,20.0,44.0,28.0,
456,India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",29-06-2021 04:00:00,OZONE,10.0,73.0,48.0,
457,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-06-2021 04:00:00,PM2.5,83.0,343.0,208.0,
458,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-06-2021 04:00:00,PM10,94.0,380.0,173.0,
459,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-06-2021 04:00:00,NO2,3.0,33.0,26.0,
460,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-06-2021 04:00:00,NH3,2.0,48.0,15.0,
461,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-06-2021 04:00:00,SO2,4.0,53.0,14.0,
462,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-06-2021 04:00:00,CO,16.0,127.0,43.0,
463,India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-06-2021 04:00:00,OZONE,1.0,94.0,65.0,
464,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-06-2021 04:00:00,PM2.5,66.0,164.0,98.0,
465,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-06-2021 04:00:00,PM10,78.0,172.0,121.0,
466,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-06-2021 04:00:00,NO2,12.0,44.0,21.0,
467,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-06-2021 04:00:00,NH3,1.0,3.0,2.0,
468,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-06-2021 04:00:00,SO2,3.0,24.0,9.0,
469,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-06-2021 04:00:00,CO,30.0,101.0,56.0,
470,India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-06-2021 04:00:00,OZONE,6.0,55.0,40.0,
471,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-06-2021 04:00:00,PM2.5,34.0,72.0,42.0,
472,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-06-2021 04:00:00,PM10,82.0,198.0,118.0,
473,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-06-2021 04:00:00,NO2,28.0,40.0,33.0,
474,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-06-2021 04:00:00,NH3,12.0,14.0,13.0,
475,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-06-2021 04:00:00,SO2,,,,
476,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-06-2021 04:00:00,CO,13.0,32.0,22.0,
477,India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-06-2021 04:00:00,OZONE,3.0,45.0,16.0,
478,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-06-2021 04:00:00,PM2.5,,,,
479,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-06-2021 04:00:00,PM10,,,,
480,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-06-2021 04:00:00,NO2,27.0,29.0,28.0,
481,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-06-2021 04:00:00,NH3,5.0,7.0,6.0,
482,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-06-2021 04:00:00,SO2,6.0,9.0,7.0,
483,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-06-2021 04:00:00,CO,18.0,37.0,27.0,
484,India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-06-2021 04:00:00,OZONE,9.0,35.0,22.0,
485,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",29-06-2021 04:00:00,PM2.5,,,,
486,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",29-06-2021 04:00:00,PM10,,,,
487,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",29-06-2021 04:00:00,NO2,,,,
488,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",29-06-2021 04:00:00,NH3,,,,
489,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",29-06-2021 04:00:00,SO2,,,,
490,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",29-06-2021 04:00:00,CO,20.0,72.0,40.0,
491,India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",29-06-2021 04:00:00,OZONE,10.0,69.0,53.0,
492,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-06-2021 04:00:00,PM2.5,67.0,298.0,130.0,
493,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-06-2021 04:00:00,PM10,128.0,500.0,185.0,
494,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-06-2021 04:00:00,NO2,6.0,6.0,6.0,
495,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-06-2021 04:00:00,NH3,3.0,3.0,3.0,
496,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-06-2021 04:00:00,SO2,5.0,74.0,13.0,
497,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-06-2021 04:00:00,CO,16.0,79.0,31.0,
498,India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-06-2021 04:00:00,OZONE,5.0,64.0,43.0,
499,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-06-2021 04:00:00,PM2.5,184.0,334.0,273.0,
500,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-06-2021 04:00:00,PM10,143.0,225.0,182.0,
501,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-06-2021 04:00:00,NO2,30.0,32.0,31.0,
502,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-06-2021 04:00:00,NH3,6.0,7.0,6.0,
503,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-06-2021 04:00:00,SO2,2.0,4.0,3.0,
504,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-06-2021 04:00:00,CO,19.0,46.0,31.0,
505,India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-06-2021 04:00:00,OZONE,3.0,84.0,56.0,
506,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-06-2021 04:00:00,PM2.5,132.0,335.0,224.0,
507,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-06-2021 04:00:00,PM10,144.0,211.0,180.0,
508,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-06-2021 04:00:00,NO2,12.0,13.0,13.0,
509,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-06-2021 04:00:00,NH3,6.0,6.0,6.0,
510,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-06-2021 04:00:00,SO2,3.0,58.0,13.0,
511,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-06-2021 04:00:00,CO,30.0,63.0,39.0,
512,India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-06-2021 04:00:00,OZONE,2.0,61.0,48.0,
513,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",29-06-2021 04:00:00,PM2.5,72.0,338.0,179.0,
514,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",29-06-2021 04:00:00,NO2,53.0,118.0,78.0,
515,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",29-06-2021 04:00:00,SO2,8.0,27.0,14.0,
516,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",29-06-2021 04:00:00,CO,5.0,90.0,58.0,
517,India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",29-06-2021 04:00:00,OZONE,4.0,4.0,4.0,
518,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29-06-2021 04:00:00,PM2.5,88.0,162.0,117.0,
519,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29-06-2021 04:00:00,PM10,140.0,171.0,157.0,
520,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29-06-2021 04:00:00,NO2,12.0,27.0,20.0,
521,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29-06-2021 04:00:00,NH3,7.0,7.0,7.0,
522,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29-06-2021 04:00:00,SO2,10.0,19.0,14.0,
523,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29-06-2021 04:00:00,CO,8.0,36.0,14.0,
524,India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29-06-2021 04:00:00,OZONE,67.0,200.0,186.0,
525,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-06-2021 04:00:00,PM2.5,90.0,403.0,234.0,
526,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-06-2021 04:00:00,PM10,115.0,433.0,249.0,
527,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-06-2021 04:00:00,NO2,1.0,8.0,4.0,
528,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-06-2021 04:00:00,NH3,2.0,13.0,10.0,
529,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-06-2021 04:00:00,SO2,2.0,9.0,4.0,
530,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-06-2021 04:00:00,CO,12.0,40.0,23.0,
531,India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-06-2021 04:00:00,OZONE,19.0,80.0,70.0,
532,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",29-06-2021 04:00:00,PM2.5,101.0,302.0,195.0,
533,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",29-06-2021 04:00:00,PM10,103.0,252.0,146.0,
534,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",29-06-2021 04:00:00,NO2,17.0,19.0,18.0,
535,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",29-06-2021 04:00:00,NH3,3.0,5.0,4.0,
536,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",29-06-2021 04:00:00,SO2,3.0,6.0,5.0,
537,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",29-06-2021 04:00:00,CO,18.0,47.0,33.0,
538,India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",29-06-2021 04:00:00,OZONE,6.0,27.0,13.0,
539,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",29-06-2021 04:00:00,PM2.5,94.0,280.0,175.0,
540,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",29-06-2021 04:00:00,NO2,9.0,103.0,55.0,
541,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",29-06-2021 04:00:00,SO2,9.0,16.0,12.0,
542,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",29-06-2021 04:00:00,CO,12.0,60.0,26.0,
543,India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",29-06-2021 04:00:00,OZONE,5.0,123.0,73.0,
544,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29-06-2021 04:00:00,PM2.5,64.0,346.0,172.0,
545,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29-06-2021 04:00:00,PM10,128.0,400.0,177.0,
546,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29-06-2021 04:00:00,NO2,19.0,102.0,38.0,
547,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29-06-2021 04:00:00,NH3,5.0,23.0,8.0,
548,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29-06-2021 04:00:00,SO2,1.0,22.0,12.0,
549,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29-06-2021 04:00:00,CO,2.0,88.0,21.0,
550,India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29-06-2021 04:00:00,OZONE,37.0,127.0,102.0,
551,India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-06-2021 04:00:00,PM2.5,93.0,163.0,119.0,
552,India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-06-2021 04:00:00,PM10,130.0,169.0,150.0,
553,India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-06-2021 04:00:00,NO2,28.0,43.0,37.0,
554,India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-06-2021 04:00:00,NH3,17.0,28.0,24.0,
555,India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-06-2021 04:00:00,SO2,11.0,14.0,13.0,
556,India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-06-2021 04:00:00,CO,22.0,29.0,25.0,
557,India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-06-2021 04:00:00,OZONE,26.0,85.0,74.0,
558,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-06-2021 04:00:00,PM2.5,,,,
559,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-06-2021 04:00:00,PM10,,,,
560,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-06-2021 04:00:00,NO2,,,,
561,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-06-2021 04:00:00,NH3,,,,
562,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-06-2021 04:00:00,SO2,,,,
563,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-06-2021 04:00:00,CO,3.0,44.0,23.0,
564,India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-06-2021 04:00:00,OZONE,43.0,57.0,54.0,
565,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-06-2021 04:00:00,PM2.5,83.0,137.0,105.0,
566,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-06-2021 04:00:00,PM10,109.0,177.0,141.0,
567,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-06-2021 04:00:00,NO2,13.0,13.0,13.0,
568,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-06-2021 04:00:00,NH3,8.0,8.0,8.0,
569,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-06-2021 04:00:00,SO2,34.0,139.0,47.0,
570,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-06-2021 04:00:00,CO,17.0,42.0,24.0,
571,India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-06-2021 04:00:00,OZONE,24.0,196.0,178.0,
572,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-06-2021 04:00:00,PM2.5,14.0,168.0,107.0,
573,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-06-2021 04:00:00,PM10,132.0,252.0,169.0,
574,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-06-2021 04:00:00,NO2,8.0,28.0,15.0,
575,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-06-2021 04:00:00,NH3,3.0,19.0,7.0,
576,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-06-2021 04:00:00,SO2,2.0,23.0,5.0,
577,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-06-2021 04:00:00,CO,14.0,33.0,21.0,
578,India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-06-2021 04:00:00,OZONE,25.0,77.0,52.0,
579,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",29-06-2021 04:00:00,PM2.5,71.0,169.0,104.0,
580,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",29-06-2021 04:00:00,PM10,83.0,110.0,95.0,
581,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",29-06-2021 04:00:00,NO2,17.0,23.0,19.0,
582,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",29-06-2021 04:00:00,NH3,11.0,13.0,12.0,
583,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",29-06-2021 04:00:00,SO2,,,,
584,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",29-06-2021 04:00:00,CO,35.0,35.0,35.0,
585,India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",29-06-2021 04:00:00,OZONE,6.0,21.0,12.0,
586,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-06-2021 04:00:00,PM2.5,156.0,310.0,248.0,
587,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-06-2021 04:00:00,PM10,117.0,177.0,150.0,
588,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-06-2021 04:00:00,NO2,4.0,12.0,8.0,
589,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-06-2021 04:00:00,NH3,2.0,9.0,5.0,
590,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-06-2021 04:00:00,SO2,1.0,8.0,3.0,
591,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-06-2021 04:00:00,CO,13.0,41.0,21.0,
592,India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-06-2021 04:00:00,OZONE,22.0,151.0,120.0,
593,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-06-2021 04:00:00,PM2.5,53.0,151.0,84.0,
594,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-06-2021 04:00:00,PM10,51.0,81.0,64.0,
595,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-06-2021 04:00:00,NO2,12.0,21.0,14.0,
596,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-06-2021 04:00:00,NH3,4.0,5.0,5.0,
597,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-06-2021 04:00:00,SO2,2.0,3.0,3.0,
598,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-06-2021 04:00:00,CO,6.0,20.0,12.0,
599,India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-06-2021 04:00:00,OZONE,16.0,29.0,25.0,
600,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-06-2021 04:00:00,PM2.5,61.0,128.0,81.0,
601,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-06-2021 04:00:00,PM10,118.0,167.0,142.0,
602,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-06-2021 04:00:00,NO2,6.0,8.0,7.0,
603,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-06-2021 04:00:00,NH3,3.0,4.0,3.0,
604,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-06-2021 04:00:00,SO2,1.0,5.0,2.0,
605,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-06-2021 04:00:00,CO,20.0,83.0,43.0,
606,India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-06-2021 04:00:00,OZONE,3.0,49.0,28.0,
607,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",29-06-2021 04:00:00,PM2.5,63.0,254.0,145.0,
608,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",29-06-2021 04:00:00,NO2,34.0,44.0,39.0,
609,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",29-06-2021 04:00:00,SO2,4.0,24.0,10.0,
610,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",29-06-2021 04:00:00,CO,3.0,23.0,13.0,
611,India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",29-06-2021 04:00:00,OZONE,8.0,24.0,17.0,
612,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-06-2021 04:00:00,PM2.5,55.0,171.0,102.0,
613,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-06-2021 04:00:00,PM10,120.0,243.0,192.0,
614,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-06-2021 04:00:00,NO2,10.0,114.0,18.0,
615,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-06-2021 04:00:00,NH3,2.0,14.0,3.0,
616,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-06-2021 04:00:00,SO2,30.0,97.0,51.0,
617,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-06-2021 04:00:00,CO,31.0,94.0,37.0,
618,India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-06-2021 04:00:00,OZONE,38.0,40.0,39.0,
619,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",29-06-2021 04:00:00,PM2.5,20.0,325.0,138.0,
620,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",29-06-2021 04:00:00,NO2,38.0,87.0,61.0,
621,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",29-06-2021 04:00:00,SO2,1.0,115.0,16.0,
622,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",29-06-2021 04:00:00,CO,7.0,44.0,23.0,
623,India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",29-06-2021 04:00:00,OZONE,74.0,239.0,196.0,
624,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-06-2021 04:00:00,PM2.5,78.0,189.0,137.0,
625,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-06-2021 04:00:00,PM10,110.0,175.0,148.0,
626,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-06-2021 04:00:00,NO2,11.0,13.0,12.0,
627,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-06-2021 04:00:00,NH3,2.0,3.0,3.0,
628,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-06-2021 04:00:00,SO2,14.0,22.0,17.0,
629,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-06-2021 04:00:00,CO,5.0,16.0,8.0,
630,India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-06-2021 04:00:00,OZONE,48.0,103.0,69.0,
631,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29-06-2021 04:00:00,PM2.5,,,,
632,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29-06-2021 04:00:00,PM10,,,,
633,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29-06-2021 04:00:00,NO2,,,,
634,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29-06-2021 04:00:00,NH3,,,,
635,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29-06-2021 04:00:00,SO2,,,,
636,India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29-06-2021 04:00:00,CO,10.0,33.0,18.0,
